reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-04-18,wk inc covid hosp,0,2026-04-18,01,quantile,0.01,21.0
2026-04-18,wk inc covid hosp,0,2026-04-18,01,quantile,0.025,24.0
2026-04-18,wk inc covid hosp,0,2026-04-18,01,quantile,0.05,27.0
2026-04-18,wk inc covid hosp,0,2026-04-18,01,quantile,0.1,31.0
2026-04-18,wk inc covid hosp,0,2026-04-18,01,quantile,0.15,34.0
2026-04-18,wk inc covid hosp,0,2026-04-18,01,quantile,0.2,36.0
2026-04-18,wk inc covid hosp,0,2026-04-18,01,quantile,0.25,38.0
2026-04-18,wk inc covid hosp,0,2026-04-18,01,quantile,0.3,40.0
2026-04-18,wk inc covid hosp,0,2026-04-18,01,quantile,0.35,41.0
2026-04-18,wk inc covid hosp,0,2026-04-18,01,quantile,0.4,43.0
2026-04-18,wk inc covid hosp,0,2026-04-18,01,quantile,0.45,45.0
2026-04-18,wk inc covid hosp,0,2026-04-18,01,quantile,0.5,46.0
2026-04-18,wk inc covid hosp,0,2026-04-18,01,quantile,0.55,48.0
2026-04-18,wk inc covid hosp,0,2026-04-18,01,quantile,0.6,50.0
2026-04-18,wk inc covid hosp,0,2026-04-18,01,quantile,0.65,52.0
2026-04-18,wk inc covid hosp,0,2026-04-18,01,quantile,0.7,54.0
2026-04-18,wk inc covid hosp,0,2026-04-18,01,quantile,0.75,56.0
2026-04-18,wk inc covid hosp,0,2026-04-18,01,quantile,0.8,59.0
2026-04-18,wk inc covid hosp,0,2026-04-18,01,quantile,0.85,62.0
2026-04-18,wk inc covid hosp,0,2026-04-18,01,quantile,0.9,66.0
2026-04-18,wk inc covid hosp,0,2026-04-18,01,quantile,0.95,72.0
2026-04-18,wk inc covid hosp,0,2026-04-18,01,quantile,0.975,78.0
2026-04-18,wk inc covid hosp,0,2026-04-18,01,quantile,0.99,84.0
2026-04-18,wk inc covid hosp,0,2026-04-18,02,quantile,0.01,1.0
2026-04-18,wk inc covid hosp,0,2026-04-18,02,quantile,0.025,1.0
2026-04-18,wk inc covid hosp,0,2026-04-18,02,quantile,0.05,2.0
2026-04-18,wk inc covid hosp,0,2026-04-18,02,quantile,0.1,3.0
2026-04-18,wk inc covid hosp,0,2026-04-18,02,quantile,0.15,3.0
2026-04-18,wk inc covid hosp,0,2026-04-18,02,quantile,0.2,4.0
2026-04-18,wk inc covid hosp,0,2026-04-18,02,quantile,0.25,4.0
2026-04-18,wk inc covid hosp,0,2026-04-18,02,quantile,0.3,4.0
2026-04-18,wk inc covid hosp,0,2026-04-18,02,quantile,0.35,5.0
2026-04-18,wk inc covid hosp,0,2026-04-18,02,quantile,0.4,5.0
2026-04-18,wk inc covid hosp,0,2026-04-18,02,quantile,0.45,5.0
2026-04-18,wk inc covid hosp,0,2026-04-18,02,quantile,0.5,6.0
2026-04-18,wk inc covid hosp,0,2026-04-18,02,quantile,0.55,6.0
2026-04-18,wk inc covid hosp,0,2026-04-18,02,quantile,0.6,6.0
2026-04-18,wk inc covid hosp,0,2026-04-18,02,quantile,0.65,7.0
2026-04-18,wk inc covid hosp,0,2026-04-18,02,quantile,0.7,7.0
2026-04-18,wk inc covid hosp,0,2026-04-18,02,quantile,0.75,8.0
2026-04-18,wk inc covid hosp,0,2026-04-18,02,quantile,0.8,8.0
2026-04-18,wk inc covid hosp,0,2026-04-18,02,quantile,0.85,9.0
2026-04-18,wk inc covid hosp,0,2026-04-18,02,quantile,0.9,10.0
2026-04-18,wk inc covid hosp,0,2026-04-18,02,quantile,0.95,11.0
2026-04-18,wk inc covid hosp,0,2026-04-18,02,quantile,0.975,12.0
2026-04-18,wk inc covid hosp,0,2026-04-18,02,quantile,0.99,13.0
