reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-05-02,wk inc flu hosp,0,2026-05-02,01,quantile,0.01,5.0
2026-05-02,wk inc flu hosp,0,2026-05-02,01,quantile,0.025,6.0
2026-05-02,wk inc flu hosp,0,2026-05-02,01,quantile,0.05,8.0
2026-05-02,wk inc flu hosp,0,2026-05-02,01,quantile,0.1,10.0
2026-05-02,wk inc flu hosp,0,2026-05-02,01,quantile,0.15,12.0
2026-05-02,wk inc flu hosp,0,2026-05-02,01,quantile,0.2,14.0
2026-05-02,wk inc flu hosp,0,2026-05-02,01,quantile,0.25,15.0
2026-05-02,wk inc flu hosp,0,2026-05-02,01,quantile,0.3,17.0
2026-05-02,wk inc flu hosp,0,2026-05-02,01,quantile,0.35,18.0
2026-05-02,wk inc flu hosp,0,2026-05-02,01,quantile,0.4,20.0
2026-05-02,wk inc flu hosp,0,2026-05-02,01,quantile,0.45,21.0
2026-05-02,wk inc flu hosp,0,2026-05-02,01,quantile,0.5,23.0
2026-05-02,wk inc flu hosp,0,2026-05-02,01,quantile,0.55,25.0
2026-05-02,wk inc flu hosp,0,2026-05-02,01,quantile,0.6,27.0
2026-05-02,wk inc flu hosp,0,2026-05-02,01,quantile,0.65,29.0
2026-05-02,wk inc flu hosp,0,2026-05-02,01,quantile,0.7,31.0
2026-05-02,wk inc flu hosp,0,2026-05-02,01,quantile,0.75,34.0
2026-05-02,wk inc flu hosp,0,2026-05-02,01,quantile,0.8,38.0
2026-05-02,wk inc flu hosp,0,2026-05-02,01,quantile,0.85,42.0
2026-05-02,wk inc flu hosp,0,2026-05-02,01,quantile,0.9,46.0
2026-05-02,wk inc flu hosp,0,2026-05-02,01,quantile,0.95,55.0
2026-05-02,wk inc flu hosp,0,2026-05-02,01,quantile,0.975,64.0
2026-05-02,wk inc flu hosp,0,2026-05-02,01,quantile,0.99,73.0
2026-05-02,wk inc flu hosp,0,2026-05-02,02,quantile,0.01,0.0
2026-05-02,wk inc flu hosp,0,2026-05-02,02,quantile,0.025,0.0
2026-05-02,wk inc flu hosp,0,2026-05-02,02,quantile,0.05,0.0
2026-05-02,wk inc flu hosp,0,2026-05-02,02,quantile,0.1,1.0
2026-05-02,wk inc flu hosp,0,2026-05-02,02,quantile,0.15,1.0
2026-05-02,wk inc flu hosp,0,2026-05-02,02,quantile,0.2,2.0
2026-05-02,wk inc flu hosp,0,2026-05-02,02,quantile,0.25,2.0
2026-05-02,wk inc flu hosp,0,2026-05-02,02,quantile,0.3,3.0
2026-05-02,wk inc flu hosp,0,2026-05-02,02,quantile,0.35,3.0
2026-05-02,wk inc flu hosp,0,2026-05-02,02,quantile,0.4,4.0
2026-05-02,wk inc flu hosp,0,2026-05-02,02,quantile,0.45,5.0
2026-05-02,wk inc flu hosp,0,2026-05-02,02,quantile,0.5,6.0
2026-05-02,wk inc flu hosp,0,2026-05-02,02,quantile,0.55,7.0
2026-05-02,wk inc flu hosp,0,2026-05-02,02,quantile,0.6,8.0
2026-05-02,wk inc flu hosp,0,2026-05-02,02,quantile,0.65,9.0
2026-05-02,wk inc flu hosp,0,2026-05-02,02,quantile,0.7,10.0
2026-05-02,wk inc flu hosp,0,2026-05-02,02,quantile,0.75,11.0
2026-05-02,wk inc flu hosp,0,2026-05-02,02,quantile,0.8,13.0
