reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-05-09,wk inc flu hosp,0,2026-05-09,01,quantile,0.01,0.0
2026-05-09,wk inc flu hosp,0,2026-05-09,01,quantile,0.025,8.0
2026-05-09,wk inc flu hosp,0,2026-05-09,01,quantile,0.05,9.0
2026-05-09,wk inc flu hosp,0,2026-05-09,01,quantile,0.1,14.0
2026-05-09,wk inc flu hosp,0,2026-05-09,01,quantile,0.15,15.0
2026-05-09,wk inc flu hosp,0,2026-05-09,01,quantile,0.2,16.0
2026-05-09,wk inc flu hosp,0,2026-05-09,01,quantile,0.25,18.0
2026-05-09,wk inc flu hosp,0,2026-05-09,01,quantile,0.3,18.0
2026-05-09,wk inc flu hosp,0,2026-05-09,01,quantile,0.35,19.0
2026-05-09,wk inc flu hosp,0,2026-05-09,01,quantile,0.4,20.0
2026-05-09,wk inc flu hosp,0,2026-05-09,01,quantile,0.45,20.0
2026-05-09,wk inc flu hosp,0,2026-05-09,01,quantile,0.5,23.0
2026-05-09,wk inc flu hosp,0,2026-05-09,01,quantile,0.55,23.0
2026-05-09,wk inc flu hosp,0,2026-05-09,01,quantile,0.6,25.0
2026-05-09,wk inc flu hosp,0,2026-05-09,01,quantile,0.65,27.0
2026-05-09,wk inc flu hosp,0,2026-05-09,01,quantile,0.7,28.0
2026-05-09,wk inc flu hosp,0,2026-05-09,01,quantile,0.75,28.0
2026-05-09,wk inc flu hosp,0,2026-05-09,01,quantile,0.8,28.0
2026-05-09,wk inc flu hosp,0,2026-05-09,01,quantile,0.85,32.0
2026-05-09,wk inc flu hosp,0,2026-05-09,01,quantile,0.9,34.0
2026-05-09,wk inc flu hosp,0,2026-05-09,01,quantile,0.95,34.0
2026-05-09,wk inc flu hosp,0,2026-05-09,01,quantile,0.975,41.0
2026-05-09,wk inc flu hosp,0,2026-05-09,01,quantile,0.99,48.0
2026-05-09,wk inc flu hosp,0,2026-05-09,02,quantile,0.01,0.0
2026-05-09,wk inc flu hosp,0,2026-05-09,02,quantile,0.025,0.0
2026-05-09,wk inc flu hosp,0,2026-05-09,02,quantile,0.05,0.0
2026-05-09,wk inc flu hosp,0,2026-05-09,02,quantile,0.1,4.0
2026-05-09,wk inc flu hosp,0,2026-05-09,02,quantile,0.15,4.0
2026-05-09,wk inc flu hosp,0,2026-05-09,02,quantile,0.2,5.0
2026-05-09,wk inc flu hosp,0,2026-05-09,02,quantile,0.25,5.0
2026-05-09,wk inc flu hosp,0,2026-05-09,02,quantile,0.3,5.0
2026-05-09,wk inc flu hosp,0,2026-05-09,02,quantile,0.35,5.0
2026-05-09,wk inc flu hosp,0,2026-05-09,02,quantile,0.4,5.0
2026-05-09,wk inc flu hosp,0,2026-05-09,02,quantile,0.45,7.0
2026-05-09,wk inc flu hosp,0,2026-05-09,02,quantile,0.5,7.0
2026-05-09,wk inc flu hosp,0,2026-05-09,02,quantile,0.55,8.0
2026-05-09,wk inc flu hosp,0,2026-05-09,02,quantile,0.6,8.0
2026-05-09,wk inc flu hosp,0,2026-05-09,02,quantile,0.65,9.0
2026-05-09,wk inc flu hosp,0,2026-05-09,02,quantile,0.7,10.0
2026-05-09,wk inc flu hosp,0,2026-05-09,02,quantile,0.75,11.0
2026-05-09,wk inc flu hosp,0,2026-05-09,02,quantile,0.8,11.0
2026-05-09,wk inc flu hosp,0,2026-05-09,02,quantile,0.85,15.0
2026-05-09,wk inc flu hosp,0,2026-05-09,02,quantile,0.9,16.0
2026-05-09,wk inc flu hosp,0,2026-05-09,02,quantile,0.95,16.0
2026-05-09,wk inc flu hosp,0,2026-05-09,02,quantile,0.975,20.0
2026-05-09,wk inc flu hosp,0,2026-05-09,02,quantile,0.99,26.0
2026-05-09,wk inc flu hosp,0,2026-05-09,04,quantile,0.01,27.0
2026-05-09,wk inc flu hosp,0,2026-05-09,04,quantile,0.025,35.0
