reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-04-25,wk inc flu hosp,0,2026-04-25,01,quantile,0.01,8.0
2026-04-25,wk inc flu hosp,0,2026-04-25,01,quantile,0.025,8.0
2026-04-25,wk inc flu hosp,0,2026-04-25,01,quantile,0.05,8.0
2026-04-25,wk inc flu hosp,0,2026-04-25,01,quantile,0.1,10.0
2026-04-25,wk inc flu hosp,0,2026-04-25,01,quantile,0.15,10.0
2026-04-25,wk inc flu hosp,0,2026-04-25,01,quantile,0.2,10.0
2026-04-25,wk inc flu hosp,0,2026-04-25,01,quantile,0.25,14.0
2026-04-25,wk inc flu hosp,0,2026-04-25,01,quantile,0.3,18.0
2026-04-25,wk inc flu hosp,0,2026-04-25,01,quantile,0.35,18.0
2026-04-25,wk inc flu hosp,0,2026-04-25,01,quantile,0.4,18.0
2026-04-25,wk inc flu hosp,0,2026-04-25,01,quantile,0.45,18.0
2026-04-25,wk inc flu hosp,0,2026-04-25,01,quantile,0.5,22.0
2026-04-25,wk inc flu hosp,0,2026-04-25,01,quantile,0.55,22.0
2026-04-25,wk inc flu hosp,0,2026-04-25,01,quantile,0.6,22.0
2026-04-25,wk inc flu hosp,0,2026-04-25,01,quantile,0.65,22.0
2026-04-25,wk inc flu hosp,0,2026-04-25,01,quantile,0.7,22.0
2026-04-25,wk inc flu hosp,0,2026-04-25,01,quantile,0.75,22.0
2026-04-25,wk inc flu hosp,0,2026-04-25,01,quantile,0.8,23.0
2026-04-25,wk inc flu hosp,0,2026-04-25,01,quantile,0.85,29.0
2026-04-25,wk inc flu hosp,0,2026-04-25,01,quantile,0.9,29.0
2026-04-25,wk inc flu hosp,0,2026-04-25,01,quantile,0.95,34.0
2026-04-25,wk inc flu hosp,0,2026-04-25,01,quantile,0.975,39.0
2026-04-25,wk inc flu hosp,0,2026-04-25,01,quantile,0.99,50.0
2026-04-25,wk inc flu hosp,0,2026-04-25,02,quantile,0.01,1.0
2026-04-25,wk inc flu hosp,0,2026-04-25,02,quantile,0.025,1.0
2026-04-25,wk inc flu hosp,0,2026-04-25,02,quantile,0.05,1.0
2026-04-25,wk inc flu hosp,0,2026-04-25,02,quantile,0.1,1.0
2026-04-25,wk inc flu hosp,0,2026-04-25,02,quantile,0.15,1.0
2026-04-25,wk inc flu hosp,0,2026-04-25,02,quantile,0.2,1.0
2026-04-25,wk inc flu hosp,0,2026-04-25,02,quantile,0.25,1.0
2026-04-25,wk inc flu hosp,0,2026-04-25,02,quantile,0.3,4.0
2026-04-25,wk inc flu hosp,0,2026-04-25,02,quantile,0.35,4.0
2026-04-25,wk inc flu hosp,0,2026-04-25,02,quantile,0.4,4.0
2026-04-25,wk inc flu hosp,0,2026-04-25,02,quantile,0.45,4.0
2026-04-25,wk inc flu hosp,0,2026-04-25,02,quantile,0.5,5.0
2026-04-25,wk inc flu hosp,0,2026-04-25,02,quantile,0.55,5.0
2026-04-25,wk inc flu hosp,0,2026-04-25,02,quantile,0.6,5.0
2026-04-25,wk inc flu hosp,0,2026-04-25,02,quantile,0.65,5.0
2026-04-25,wk inc flu hosp,0,2026-04-25,02,quantile,0.7,5.0
2026-04-25,wk inc flu hosp,0,2026-04-25,02,quantile,0.75,5.0
2026-04-25,wk inc flu hosp,0,2026-04-25,02,quantile,0.8,5.0
2026-04-25,wk inc flu hosp,0,2026-04-25,02,quantile,0.85,7.0
2026-04-25,wk inc flu hosp,0,2026-04-25,02,quantile,0.9,9.0
2026-04-25,wk inc flu hosp,0,2026-04-25,02,quantile,0.95,16.0
2026-04-25,wk inc flu hosp,0,2026-04-25,02,quantile,0.975,21.0
2026-04-25,wk inc flu hosp,0,2026-04-25,02,quantile,0.99,29.0
2026-04-25,wk inc flu hosp,0,2026-04-25,04,quantile,0.01,23.0
2026-04-25,wk inc flu hosp,0,2026-04-25,04,quantile,0.025,23.0
2026-04-25,wk inc flu hosp,0,2026-04-25,04,quantile,0.05,26.0
2026-04-25,wk inc flu hosp,0,2026-04-25,04,quantile,0.1,35.0
2026-04-25,wk inc flu hosp,0,2026-04-25,04,quantile,0.15,40.0
2026-04-25,wk inc flu hosp,0,2026-04-25,04,quantile,0.2,40.0
2026-04-25,wk inc flu hosp,0,2026-04-25,04,quantile,0.25,45.0
2026-04-25,wk inc flu hosp,0,2026-04-25,04,quantile,0.3,49.0
2026-04-25,wk inc flu hosp,0,2026-04-25,04,quantile,0.35,49.0
2026-04-25,wk inc flu hosp,0,2026-04-25,04,quantile,0.4,52.0
2026-04-25,wk inc flu hosp,0,2026-04-25,04,quantile,0.45,54.0
2026-04-25,wk inc flu hosp,0,2026-04-25,04,quantile,0.5,61.0
2026-04-25,wk inc flu hosp,0,2026-04-25,04,quantile,0.55,61.0
2026-04-25,wk inc flu hosp,0,2026-04-25,04,quantile,0.6,61.0
2026-04-25,wk inc flu hosp,0,2026-04-25,04,quantile,0.65,61.0
2026-04-25,wk inc flu hosp,0,2026-04-25,04,quantile,0.7,63.0
2026-04-25,wk inc flu hosp,0,2026-04-25,04,quantile,0.75,67.0
2026-04-25,wk inc flu hosp,0,2026-04-25,04,quantile,0.8,69.0
2026-04-25,wk inc flu hosp,0,2026-04-25,04,quantile,0.85,73.0
2026-04-25,wk inc flu hosp,0,2026-04-25,04,quantile,0.9,74.0
2026-04-25,wk inc flu hosp,0,2026-04-25,04,quantile,0.95,82.0
2026-04-25,wk inc flu hosp,0,2026-04-25,04,quantile,0.975,94.0
2026-04-25,wk inc flu hosp,0,2026-04-25,04,quantile,0.99,119.0
2026-04-25,wk inc flu hosp,0,2026-04-25,05,quantile,0.01,0.0
2026-04-25,wk inc flu hosp,0,2026-04-25,05,quantile,0.025,0.0
2026-04-25,wk inc flu hosp,0,2026-04-25,05,quantile,0.05,1.0
2026-04-25,wk inc flu hosp,0,2026-04-25,05,quantile,0.1,1.0
2026-04-25,wk inc flu hosp,0,2026-04-25,05,quantile,0.15,1.0
2026-04-25,wk inc flu hosp,0,2026-04-25,05,quantile,0.2,1.0
2026-04-25,wk inc flu hosp,0,2026-04-25,05,quantile,0.25,3.0
2026-04-25,wk inc flu hosp,0,2026-04-25,05,quantile,0.3,7.0
2026-04-25,wk inc flu hosp,0,2026-04-25,05,quantile,0.35,7.0
