reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-03-21,wk inc flu hosp,0,2026-03-21,01,quantile,0.01,20.990000000000002
2026-03-21,wk inc flu hosp,0,2026-03-21,01,quantile,0.025,25.0
2026-03-21,wk inc flu hosp,0,2026-03-21,01,quantile,0.05,29.950000000000003
2026-03-21,wk inc flu hosp,0,2026-03-21,01,quantile,0.1,36.0
2026-03-21,wk inc flu hosp,0,2026-03-21,01,quantile,0.15,39.0
2026-03-21,wk inc flu hosp,0,2026-03-21,01,quantile,0.2,44.0
2026-03-21,wk inc flu hosp,0,2026-03-21,01,quantile,0.25,47.0
2026-03-21,wk inc flu hosp,0,2026-03-21,01,quantile,0.3,50.0
2026-03-21,wk inc flu hosp,0,2026-03-21,01,quantile,0.35,54.0
2026-03-21,wk inc flu hosp,0,2026-03-21,01,quantile,0.4,57.0
2026-03-21,wk inc flu hosp,0,2026-03-21,01,quantile,0.45,62.0
2026-03-21,wk inc flu hosp,0,2026-03-21,01,quantile,0.5,65.0
2026-03-21,wk inc flu hosp,0,2026-03-21,01,quantile,0.55,69.0
2026-03-21,wk inc flu hosp,0,2026-03-21,01,quantile,0.6,73.0
2026-03-21,wk inc flu hosp,0,2026-03-21,01,quantile,0.65,78.0
2026-03-21,wk inc flu hosp,0,2026-03-21,01,quantile,0.7,83.0
2026-03-21,wk inc flu hosp,0,2026-03-21,01,quantile,0.75,90.0
2026-03-21,wk inc flu hosp,0,2026-03-21,01,quantile,0.8,98.0
2026-03-21,wk inc flu hosp,0,2026-03-21,01,quantile,0.85,107.0
2026-03-21,wk inc flu hosp,0,2026-03-21,01,quantile,0.9,121.0
2026-03-21,wk inc flu hosp,0,2026-03-21,01,quantile,0.95,144.0
2026-03-21,wk inc flu hosp,0,2026-03-21,01,quantile,0.975,161.02499999999986
2026-03-21,wk inc flu hosp,0,2026-03-21,01,quantile,0.99,180.01
2026-03-21,wk inc flu hosp,0,2026-03-21,02,quantile,0.01,2.0
2026-03-21,wk inc flu hosp,0,2026-03-21,02,quantile,0.025,2.0
2026-03-21,wk inc flu hosp,0,2026-03-21,02,quantile,0.05,3.0
2026-03-21,wk inc flu hosp,0,2026-03-21,02,quantile,0.1,4.0
2026-03-21,wk inc flu hosp,0,2026-03-21,02,quantile,0.15,4.0
2026-03-21,wk inc flu hosp,0,2026-03-21,02,quantile,0.2,5.0
2026-03-21,wk inc flu hosp,0,2026-03-21,02,quantile,0.25,5.0
2026-03-21,wk inc flu hosp,0,2026-03-21,02,quantile,0.3,6.0
2026-03-21,wk inc flu hosp,0,2026-03-21,02,quantile,0.35,6.0
2026-03-21,wk inc flu hosp,0,2026-03-21,02,quantile,0.4,7.0
2026-03-21,wk inc flu hosp,0,2026-03-21,02,quantile,0.45,7.0
2026-03-21,wk inc flu hosp,0,2026-03-21,02,quantile,0.5,8.0
2026-03-21,wk inc flu hosp,0,2026-03-21,02,quantile,0.55,8.0
2026-03-21,wk inc flu hosp,0,2026-03-21,02,quantile,0.6,9.0
2026-03-21,wk inc flu hosp,0,2026-03-21,02,quantile,0.65,10.0
2026-03-21,wk inc flu hosp,0,2026-03-21,02,quantile,0.7,10.0
2026-03-21,wk inc flu hosp,0,2026-03-21,02,quantile,0.75,11.0
