reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-03-21,wk inc covid hosp,0,2026-03-21,01,quantile,0.01,28.0
2026-03-21,wk inc covid hosp,0,2026-03-21,01,quantile,0.025,33.0
2026-03-21,wk inc covid hosp,0,2026-03-21,01,quantile,0.05,37.0
2026-03-21,wk inc covid hosp,0,2026-03-21,01,quantile,0.1,43.0
2026-03-21,wk inc covid hosp,0,2026-03-21,01,quantile,0.15,45.0
2026-03-21,wk inc covid hosp,0,2026-03-21,01,quantile,0.2,49.0
2026-03-21,wk inc covid hosp,0,2026-03-21,01,quantile,0.25,53.0
2026-03-21,wk inc covid hosp,0,2026-03-21,01,quantile,0.3,56.0
2026-03-21,wk inc covid hosp,0,2026-03-21,01,quantile,0.35,58.0
2026-03-21,wk inc covid hosp,0,2026-03-21,01,quantile,0.4,61.0
2026-03-21,wk inc covid hosp,0,2026-03-21,01,quantile,0.45,64.0
2026-03-21,wk inc covid hosp,0,2026-03-21,01,quantile,0.5,67.0
2026-03-21,wk inc covid hosp,0,2026-03-21,01,quantile,0.55,70.0
2026-03-21,wk inc covid hosp,0,2026-03-21,01,quantile,0.6,72.0
2026-03-21,wk inc covid hosp,0,2026-03-21,01,quantile,0.65,73.0
2026-03-21,wk inc covid hosp,0,2026-03-21,01,quantile,0.7,76.0
2026-03-21,wk inc covid hosp,0,2026-03-21,01,quantile,0.75,79.0
2026-03-21,wk inc covid hosp,0,2026-03-21,01,quantile,0.8,83.0
2026-03-21,wk inc covid hosp,0,2026-03-21,01,quantile,0.85,86.0
2026-03-21,wk inc covid hosp,0,2026-03-21,01,quantile,0.9,93.0
2026-03-21,wk inc covid hosp,0,2026-03-21,01,quantile,0.95,106.0
2026-03-21,wk inc covid hosp,0,2026-03-21,01,quantile,0.975,121.0
2026-03-21,wk inc covid hosp,0,2026-03-21,01,quantile,0.99,132.0
2026-03-21,wk inc covid hosp,0,2026-03-21,02,quantile,0.01,0.0
2026-03-21,wk inc covid hosp,0,2026-03-21,02,quantile,0.025,0.0
2026-03-21,wk inc covid hosp,0,2026-03-21,02,quantile,0.05,0.0
2026-03-21,wk inc covid hosp,0,2026-03-21,02,quantile,0.1,1.0
2026-03-21,wk inc covid hosp,0,2026-03-21,02,quantile,0.15,1.0
2026-03-21,wk inc covid hosp,0,2026-03-21,02,quantile,0.2,2.0
2026-03-21,wk inc covid hosp,0,2026-03-21,02,quantile,0.25,2.0
2026-03-21,wk inc covid hosp,0,2026-03-21,02,quantile,0.3,2.0
2026-03-21,wk inc covid hosp,0,2026-03-21,02,quantile,0.35,2.0
2026-03-21,wk inc covid hosp,0,2026-03-21,02,quantile,0.4,2.0
2026-03-21,wk inc covid hosp,0,2026-03-21,02,quantile,0.45,3.0
2026-03-21,wk inc covid hosp,0,2026-03-21,02,quantile,0.5,3.0
2026-03-21,wk inc covid hosp,0,2026-03-21,02,quantile,0.55,3.0
2026-03-21,wk inc covid hosp,0,2026-03-21,02,quantile,0.6,3.0
2026-03-21,wk inc covid hosp,0,2026-03-21,02,quantile,0.65,4.0
2026-03-21,wk inc covid hosp,0,2026-03-21,02,quantile,0.7,4.0
2026-03-21,wk inc covid hosp,0,2026-03-21,02,quantile,0.75,4.0
2026-03-21,wk inc covid hosp,0,2026-03-21,02,quantile,0.8,5.0
2026-03-21,wk inc covid hosp,0,2026-03-21,02,quantile,0.85,5.0
2026-03-21,wk inc covid hosp,0,2026-03-21,02,quantile,0.9,8.0
2026-03-21,wk inc covid hosp,0,2026-03-21,02,quantile,0.95,10.0
2026-03-21,wk inc covid hosp,0,2026-03-21,02,quantile,0.975,11.0
2026-03-21,wk inc covid hosp,0,2026-03-21,02,quantile,0.99,12.0
2026-03-21,wk inc covid hosp,0,2026-03-21,04,quantile,0.01,28.0
2026-03-21,wk inc covid hosp,0,2026-03-21,04,quantile,0.025,30.0
2026-03-21,wk inc covid hosp,0,2026-03-21,04,quantile,0.05,33.0
2026-03-21,wk inc covid hosp,0,2026-03-21,04,quantile,0.1,37.0
2026-03-21,wk inc covid hosp,0,2026-03-21,04,quantile,0.15,40.0
2026-03-21,wk inc covid hosp,0,2026-03-21,04,quantile,0.2,43.0
2026-03-21,wk inc covid hosp,0,2026-03-21,04,quantile,0.25,45.0
2026-03-21,wk inc covid hosp,0,2026-03-21,04,quantile,0.3,46.0
2026-03-21,wk inc covid hosp,0,2026-03-21,04,quantile,0.35,47.0
2026-03-21,wk inc covid hosp,0,2026-03-21,04,quantile,0.4,49.0
2026-03-21,wk inc covid hosp,0,2026-03-21,04,quantile,0.45,51.0
2026-03-21,wk inc covid hosp,0,2026-03-21,04,quantile,0.5,53.0
2026-03-21,wk inc covid hosp,0,2026-03-21,04,quantile,0.55,54.0
2026-03-21,wk inc covid hosp,0,2026-03-21,04,quantile,0.6,55.0
2026-03-21,wk inc covid hosp,0,2026-03-21,04,quantile,0.65,58.0
2026-03-21,wk inc covid hosp,0,2026-03-21,04,quantile,0.7,60.0
2026-03-21,wk inc covid hosp,0,2026-03-21,04,quantile,0.75,62.0
2026-03-21,wk inc covid hosp,0,2026-03-21,04,quantile,0.8,65.0
2026-03-21,wk inc covid hosp,0,2026-03-21,04,quantile,0.85,68.0
2026-03-21,wk inc covid hosp,0,2026-03-21,04,quantile,0.9,72.0
2026-03-21,wk inc covid hosp,0,2026-03-21,04,quantile,0.95,80.0
2026-03-21,wk inc covid hosp,0,2026-03-21,04,quantile,0.975,89.0
