reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-04-18,wk inc flu hosp,0,2026-04-18,01,quantile,0.01,16.0
2026-04-18,wk inc flu hosp,0,2026-04-18,01,quantile,0.025,19.0
2026-04-18,wk inc flu hosp,0,2026-04-18,01,quantile,0.05,22.0
2026-04-18,wk inc flu hosp,0,2026-04-18,01,quantile,0.1,27.0
2026-04-18,wk inc flu hosp,0,2026-04-18,01,quantile,0.15,34.0
2026-04-18,wk inc flu hosp,0,2026-04-18,01,quantile,0.2,36.0
2026-04-18,wk inc flu hosp,0,2026-04-18,01,quantile,0.25,40.0
2026-04-18,wk inc flu hosp,0,2026-04-18,01,quantile,0.3,45.0
2026-04-18,wk inc flu hosp,0,2026-04-18,01,quantile,0.35,49.0
2026-04-18,wk inc flu hosp,0,2026-04-18,01,quantile,0.4,52.0
2026-04-18,wk inc flu hosp,0,2026-04-18,01,quantile,0.45,58.0
2026-04-18,wk inc flu hosp,0,2026-04-18,01,quantile,0.5,62.0
2026-04-18,wk inc flu hosp,0,2026-04-18,01,quantile,0.55,66.0
2026-04-18,wk inc flu hosp,0,2026-04-18,01,quantile,0.6,70.0
2026-04-18,wk inc flu hosp,0,2026-04-18,01,quantile,0.65,76.0
2026-04-18,wk inc flu hosp,0,2026-04-18,01,quantile,0.7,81.0
2026-04-18,wk inc flu hosp,0,2026-04-18,01,quantile,0.75,90.0
2026-04-18,wk inc flu hosp,0,2026-04-18,01,quantile,0.8,100.0
2026-04-18,wk inc flu hosp,0,2026-04-18,01,quantile,0.85,107.0
2026-04-18,wk inc flu hosp,0,2026-04-18,01,quantile,0.9,117.0
2026-04-18,wk inc flu hosp,0,2026-04-18,01,quantile,0.95,134.0
2026-04-18,wk inc flu hosp,0,2026-04-18,01,quantile,0.975,158.0
2026-04-18,wk inc flu hosp,0,2026-04-18,01,quantile,0.99,166.0
2026-04-18,wk inc flu hosp,0,2026-04-18,02,quantile,0.01,0.0
2026-04-18,wk inc flu hosp,0,2026-04-18,02,quantile,0.025,0.0
2026-04-18,wk inc flu hosp,0,2026-04-18,02,quantile,0.05,1.0
2026-04-18,wk inc flu hosp,0,2026-04-18,02,quantile,0.1,2.0
2026-04-18,wk inc flu hosp,0,2026-04-18,02,quantile,0.15,3.0
2026-04-18,wk inc flu hosp,0,2026-04-18,02,quantile,0.2,4.0
2026-04-18,wk inc flu hosp,0,2026-04-18,02,quantile,0.25,4.0
2026-04-18,wk inc flu hosp,0,2026-04-18,02,quantile,0.3,5.0
2026-04-18,wk inc flu hosp,0,2026-04-18,02,quantile,0.35,5.0
2026-04-18,wk inc flu hosp,0,2026-04-18,02,quantile,0.4,6.0
2026-04-18,wk inc flu hosp,0,2026-04-18,02,quantile,0.45,7.0
2026-04-18,wk inc flu hosp,0,2026-04-18,02,quantile,0.5,8.0
2026-04-18,wk inc flu hosp,0,2026-04-18,02,quantile,0.55,9.0
2026-04-18,wk inc flu hosp,0,2026-04-18,02,quantile,0.6,9.0
2026-04-18,wk inc flu hosp,0,2026-04-18,02,quantile,0.65,11.0
