reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-04-25,wk inc covid hosp,0,2026-04-25,01,quantile,0.01,0.0
2026-04-25,wk inc covid hosp,0,2026-04-25,01,quantile,0.025,1.0
2026-04-25,wk inc covid hosp,0,2026-04-25,01,quantile,0.05,2.0
2026-04-25,wk inc covid hosp,0,2026-04-25,01,quantile,0.1,4.0
2026-04-25,wk inc covid hosp,0,2026-04-25,01,quantile,0.15,5.0
2026-04-25,wk inc covid hosp,0,2026-04-25,01,quantile,0.2,7.0
2026-04-25,wk inc covid hosp,0,2026-04-25,01,quantile,0.25,9.0
2026-04-25,wk inc covid hosp,0,2026-04-25,01,quantile,0.3,11.0
2026-04-25,wk inc covid hosp,0,2026-04-25,01,quantile,0.35,13.0
2026-04-25,wk inc covid hosp,0,2026-04-25,01,quantile,0.4,15.0
2026-04-25,wk inc covid hosp,0,2026-04-25,01,quantile,0.45,17.0
2026-04-25,wk inc covid hosp,0,2026-04-25,01,quantile,0.5,20.0
2026-04-25,wk inc covid hosp,0,2026-04-25,01,quantile,0.55,22.0
2026-04-25,wk inc covid hosp,0,2026-04-25,01,quantile,0.6,25.0
2026-04-25,wk inc covid hosp,0,2026-04-25,01,quantile,0.65,29.0
2026-04-25,wk inc covid hosp,0,2026-04-25,01,quantile,0.7,33.0
2026-04-25,wk inc covid hosp,0,2026-04-25,01,quantile,0.75,37.0
2026-04-25,wk inc covid hosp,0,2026-04-25,01,quantile,0.8,42.0
2026-04-25,wk inc covid hosp,0,2026-04-25,01,quantile,0.85,49.0
2026-04-25,wk inc covid hosp,0,2026-04-25,01,quantile,0.9,59.0
2026-04-25,wk inc covid hosp,0,2026-04-25,01,quantile,0.95,75.0
2026-04-25,wk inc covid hosp,0,2026-04-25,01,quantile,0.975,91.0
2026-04-25,wk inc covid hosp,0,2026-04-25,01,quantile,0.99,112.0
2026-04-25,wk inc covid hosp,0,2026-04-25,02,quantile,0.01,0.0
