reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-04-11,wk inc covid hosp,0,2026-04-11,01,quantile,0.01,0.0
2026-04-11,wk inc covid hosp,0,2026-04-11,01,quantile,0.025,1.0
2026-04-11,wk inc covid hosp,0,2026-04-11,01,quantile,0.05,3.0
2026-04-11,wk inc covid hosp,0,2026-04-11,01,quantile,0.1,6.0
2026-04-11,wk inc covid hosp,0,2026-04-11,01,quantile,0.15,8.0
2026-04-11,wk inc covid hosp,0,2026-04-11,01,quantile,0.2,11.0
2026-04-11,wk inc covid hosp,0,2026-04-11,01,quantile,0.25,13.0
2026-04-11,wk inc covid hosp,0,2026-04-11,01,quantile,0.3,16.0
2026-04-11,wk inc covid hosp,0,2026-04-11,01,quantile,0.35,18.0
2026-04-11,wk inc covid hosp,0,2026-04-11,01,quantile,0.4,21.0
2026-04-11,wk inc covid hosp,0,2026-04-11,01,quantile,0.45,24.0
2026-04-11,wk inc covid hosp,0,2026-04-11,01,quantile,0.5,28.0
2026-04-11,wk inc covid hosp,0,2026-04-11,01,quantile,0.55,31.0
2026-04-11,wk inc covid hosp,0,2026-04-11,01,quantile,0.6,35.0
2026-04-11,wk inc covid hosp,0,2026-04-11,01,quantile,0.65,39.0
2026-04-11,wk inc covid hosp,0,2026-04-11,01,quantile,0.7,44.0
2026-04-11,wk inc covid hosp,0,2026-04-11,01,quantile,0.75,50.0
2026-04-11,wk inc covid hosp,0,2026-04-11,01,quantile,0.8,57.0
2026-04-11,wk inc covid hosp,0,2026-04-11,01,quantile,0.85,66.0
2026-04-11,wk inc covid hosp,0,2026-04-11,01,quantile,0.9,78.0
2026-04-11,wk inc covid hosp,0,2026-04-11,01,quantile,0.95,99.0
2026-04-11,wk inc covid hosp,0,2026-04-11,01,quantile,0.975,119.0
2026-04-11,wk inc covid hosp,0,2026-04-11,01,quantile,0.99,145.0
2026-04-11,wk inc covid hosp,0,2026-04-11,02,quantile,0.01,0.0
2026-04-11,wk inc covid hosp,0,2026-04-11,02,quantile,0.025,0.0
2026-04-11,wk inc covid hosp,0,2026-04-11,02,quantile,0.05,0.0
2026-04-11,wk inc covid hosp,0,2026-04-11,02,quantile,0.1,0.0
2026-04-11,wk inc covid hosp,0,2026-04-11,02,quantile,0.15,1.0
2026-04-11,wk inc covid hosp,0,2026-04-11,02,quantile,0.2,1.0
2026-04-11,wk inc covid hosp,0,2026-04-11,02,quantile,0.25,1.0
2026-04-11,wk inc covid hosp,0,2026-04-11,02,quantile,0.3,2.0
2026-04-11,wk inc covid hosp,0,2026-04-11,02,quantile,0.35,2.0
2026-04-11,wk inc covid hosp,0,2026-04-11,02,quantile,0.4,3.0
2026-04-11,wk inc covid hosp,0,2026-04-11,02,quantile,0.45,3.0
2026-04-11,wk inc covid hosp,0,2026-04-11,02,quantile,0.5,4.0
2026-04-11,wk inc covid hosp,0,2026-04-11,02,quantile,0.55,4.0
2026-04-11,wk inc covid hosp,0,2026-04-11,02,quantile,0.6,5.0
2026-04-11,wk inc covid hosp,0,2026-04-11,02,quantile,0.65,5.0
2026-04-11,wk inc covid hosp,0,2026-04-11,02,quantile,0.7,6.0
2026-04-11,wk inc covid hosp,0,2026-04-11,02,quantile,0.75,7.0
2026-04-11,wk inc covid hosp,0,2026-04-11,02,quantile,0.8,8.0
2026-04-11,wk inc covid hosp,0,2026-04-11,02,quantile,0.85,9.0
2026-04-11,wk inc covid hosp,0,2026-04-11,02,quantile,0.9,11.0
2026-04-11,wk inc covid hosp,0,2026-04-11,02,quantile,0.95,14.0
2026-04-11,wk inc covid hosp,0,2026-04-11,02,quantile,0.975,17.0
2026-04-11,wk inc covid hosp,0,2026-04-11,02,quantile,0.99,21.0
2026-04-11,wk inc covid hosp,0,2026-04-11,04,quantile,0.01,0.0
2026-04-11,wk inc covid hosp,0,2026-04-11,04,quantile,0.025,0.0
2026-04-11,wk inc covid hosp,0,2026-04-11,04,quantile,0.05,0.0
2026-04-11,wk inc covid hosp,0,2026-04-11,04,quantile,0.1,0.0
2026-04-11,wk inc covid hosp,0,2026-04-11,04,quantile,0.15,0.0
2026-04-11,wk inc covid hosp,0,2026-04-11,04,quantile,0.2,0.0
2026-04-11,wk inc covid hosp,0,2026-04-11,04,quantile,0.25,0.0
2026-04-11,wk inc covid hosp,0,2026-04-11,04,quantile,0.3,0.0
2026-04-11,wk inc covid hosp,0,2026-04-11,04,quantile,0.35,0.0
2026-04-11,wk inc covid hosp,0,2026-04-11,04,quantile,0.4,0.0
2026-04-11,wk inc covid hosp,0,2026-04-11,04,quantile,0.45,0.0
2026-04-11,wk inc covid hosp,0,2026-04-11,04,quantile,0.5,1.0
2026-04-11,wk inc covid hosp,0,2026-04-11,04,quantile,0.55,1.0
2026-04-11,wk inc covid hosp,0,2026-04-11,04,quantile,0.6,3.0
2026-04-11,wk inc covid hosp,0,2026-04-11,04,quantile,0.65,5.0
2026-04-11,wk inc covid hosp,0,2026-04-11,04,quantile,0.7,8.0
2026-04-11,wk inc covid hosp,0,2026-04-11,04,quantile,0.75,12.0
2026-04-11,wk inc covid hosp,0,2026-04-11,04,quantile,0.8,20.0
2026-04-11,wk inc covid hosp,0,2026-04-11,04,quantile,0.85,33.0
2026-04-11,wk inc covid hosp,0,2026-04-11,04,quantile,0.9,54.0
2026-04-11,wk inc covid hosp,0,2026-04-11,04,quantile,0.95,100.0
2026-04-11,wk inc covid hosp,0,2026-04-11,04,quantile,0.975,155.0
2026-04-11,wk inc covid hosp,0,2026-04-11,04,quantile,0.99,234.0
2026-04-11,wk inc covid hosp,0,2026-04-11,05,quantile,0.01,0.0
2026-04-11,wk inc covid hosp,0,2026-04-11,05,quantile,0.025,0.0
2026-04-11,wk inc covid hosp,0,2026-04-11,05,quantile,0.05,0.0
2026-04-11,wk inc covid hosp,0,2026-04-11,05,quantile,0.1,0.0
2026-04-11,wk inc covid hosp,0,2026-04-11,05,quantile,0.15,0.0
2026-04-11,wk inc covid hosp,0,2026-04-11,05,quantile,0.2,0.0
2026-04-11,wk inc covid hosp,0,2026-04-11,05,quantile,0.25,0.0
2026-04-11,wk inc covid hosp,0,2026-04-11,05,quantile,0.3,0.0
2026-04-11,wk inc covid hosp,0,2026-04-11,05,quantile,0.35,0.0
2026-04-11,wk inc covid hosp,0,2026-04-11,05,quantile,0.4,0.0
2026-04-11,wk inc covid hosp,0,2026-04-11,05,quantile,0.45,0.0
2026-04-11,wk inc covid hosp,0,2026-04-11,05,quantile,0.5,0.0
2026-04-11,wk inc covid hosp,0,2026-04-11,05,quantile,0.55,0.0
2026-04-11,wk inc covid hosp,0,2026-04-11,05,quantile,0.6,0.0
2026-04-11,wk inc covid hosp,0,2026-04-11,05,quantile,0.65,1.0
2026-04-11,wk inc covid hosp,0,2026-04-11,05,quantile,0.7,1.0
2026-04-11,wk inc covid hosp,0,2026-04-11,05,quantile,0.75,3.0
2026-04-11,wk inc covid hosp,0,2026-04-11,05,quantile,0.8,5.0
2026-04-11,wk inc covid hosp,0,2026-04-11,05,quantile,0.85,10.0
2026-04-11,wk inc covid hosp,0,2026-04-11,05,quantile,0.9,20.0
2026-04-11,wk inc covid hosp,0,2026-04-11,05,quantile,0.95,45.0
