reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-03-21,wk inc covid hosp,0,2026-03-21,01,quantile,0.01,28.0
2026-03-21,wk inc covid hosp,0,2026-03-21,01,quantile,0.025,32.0
2026-03-21,wk inc covid hosp,0,2026-03-21,01,quantile,0.05,36.0
2026-03-21,wk inc covid hosp,0,2026-03-21,01,quantile,0.1,41.0
2026-03-21,wk inc covid hosp,0,2026-03-21,01,quantile,0.15,44.0
2026-03-21,wk inc covid hosp,0,2026-03-21,01,quantile,0.2,47.0
2026-03-21,wk inc covid hosp,0,2026-03-21,01,quantile,0.25,50.0
2026-03-21,wk inc covid hosp,0,2026-03-21,01,quantile,0.3,52.0
2026-03-21,wk inc covid hosp,0,2026-03-21,01,quantile,0.35,54.0
2026-03-21,wk inc covid hosp,0,2026-03-21,01,quantile,0.4,56.0
2026-03-21,wk inc covid hosp,0,2026-03-21,01,quantile,0.45,58.0
2026-03-21,wk inc covid hosp,0,2026-03-21,01,quantile,0.5,61.0
2026-03-21,wk inc covid hosp,0,2026-03-21,01,quantile,0.55,63.0
2026-03-21,wk inc covid hosp,0,2026-03-21,01,quantile,0.6,65.0
2026-03-21,wk inc covid hosp,0,2026-03-21,01,quantile,0.65,67.0
2026-03-21,wk inc covid hosp,0,2026-03-21,01,quantile,0.7,69.0
2026-03-21,wk inc covid hosp,0,2026-03-21,01,quantile,0.75,72.0
2026-03-21,wk inc covid hosp,0,2026-03-21,01,quantile,0.8,75.0
2026-03-21,wk inc covid hosp,0,2026-03-21,01,quantile,0.85,79.0
2026-03-21,wk inc covid hosp,0,2026-03-21,01,quantile,0.9,85.0
2026-03-21,wk inc covid hosp,0,2026-03-21,01,quantile,0.95,92.0
2026-03-21,wk inc covid hosp,0,2026-03-21,01,quantile,0.975,100.0
2026-03-21,wk inc covid hosp,0,2026-03-21,01,quantile,0.99,108.0
2026-03-21,wk inc covid hosp,0,2026-03-21,02,quantile,0.01,0.0
2026-03-21,wk inc covid hosp,0,2026-03-21,02,quantile,0.025,0.0
2026-03-21,wk inc covid hosp,0,2026-03-21,02,quantile,0.05,0.0
2026-03-21,wk inc covid hosp,0,2026-03-21,02,quantile,0.1,1.0
2026-03-21,wk inc covid hosp,0,2026-03-21,02,quantile,0.15,1.0
2026-03-21,wk inc covid hosp,0,2026-03-21,02,quantile,0.2,1.0
2026-03-21,wk inc covid hosp,0,2026-03-21,02,quantile,0.25,2.0
2026-03-21,wk inc covid hosp,0,2026-03-21,02,quantile,0.3,2.0
2026-03-21,wk inc covid hosp,0,2026-03-21,02,quantile,0.35,2.0
2026-03-21,wk inc covid hosp,0,2026-03-21,02,quantile,0.4,3.0
2026-03-21,wk inc covid hosp,0,2026-03-21,02,quantile,0.45,3.0
2026-03-21,wk inc covid hosp,0,2026-03-21,02,quantile,0.5,3.0
2026-03-21,wk inc covid hosp,0,2026-03-21,02,quantile,0.55,4.0
2026-03-21,wk inc covid hosp,0,2026-03-21,02,quantile,0.6,4.0
2026-03-21,wk inc covid hosp,0,2026-03-21,02,quantile,0.65,4.0
2026-03-21,wk inc covid hosp,0,2026-03-21,02,quantile,0.7,5.0
2026-03-21,wk inc covid hosp,0,2026-03-21,02,quantile,0.75,5.0
2026-03-21,wk inc covid hosp,0,2026-03-21,02,quantile,0.8,6.0
2026-03-21,wk inc covid hosp,0,2026-03-21,02,quantile,0.85,6.0
2026-03-21,wk inc covid hosp,0,2026-03-21,02,quantile,0.9,7.0
2026-03-21,wk inc covid hosp,0,2026-03-21,02,quantile,0.95,8.0
2026-03-21,wk inc covid hosp,0,2026-03-21,02,quantile,0.975,10.0
2026-03-21,wk inc covid hosp,0,2026-03-21,02,quantile,0.99,11.0
2026-03-21,wk inc covid hosp,0,2026-03-21,04,quantile,0.01,12.0
2026-03-21,wk inc covid hosp,0,2026-03-21,04,quantile,0.025,18.0
2026-03-21,wk inc covid hosp,0,2026-03-21,04,quantile,0.05,23.0
2026-03-21,wk inc covid hosp,0,2026-03-21,04,quantile,0.1,30.0
2026-03-21,wk inc covid hosp,0,2026-03-21,04,quantile,0.15,34.0
2026-03-21,wk inc covid hosp,0,2026-03-21,04,quantile,0.2,39.0
2026-03-21,wk inc covid hosp,0,2026-03-21,04,quantile,0.25,43.0
2026-03-21,wk inc covid hosp,0,2026-03-21,04,quantile,0.3,47.0
2026-03-21,wk inc covid hosp,0,2026-03-21,04,quantile,0.35,49.0
2026-03-21,wk inc covid hosp,0,2026-03-21,04,quantile,0.4,53.0
2026-03-21,wk inc covid hosp,0,2026-03-21,04,quantile,0.45,55.0
2026-03-21,wk inc covid hosp,0,2026-03-21,04,quantile,0.5,58.0
2026-03-21,wk inc covid hosp,0,2026-03-21,04,quantile,0.55,61.0
2026-03-21,wk inc covid hosp,0,2026-03-21,04,quantile,0.6,64.0
2026-03-21,wk inc covid hosp,0,2026-03-21,04,quantile,0.65,68.0
2026-03-21,wk inc covid hosp,0,2026-03-21,04,quantile,0.7,71.0
2026-03-21,wk inc covid hosp,0,2026-03-21,04,quantile,0.75,74.0
2026-03-21,wk inc covid hosp,0,2026-03-21,04,quantile,0.8,79.0
2026-03-21,wk inc covid hosp,0,2026-03-21,04,quantile,0.85,85.0
2026-03-21,wk inc covid hosp,0,2026-03-21,04,quantile,0.9,91.0
2026-03-21,wk inc covid hosp,0,2026-03-21,04,quantile,0.95,101.0
2026-03-21,wk inc covid hosp,0,2026-03-21,04,quantile,0.975,110.0
2026-03-21,wk inc covid hosp,0,2026-03-21,04,quantile,0.99,121.0
2026-03-21,wk inc covid hosp,0,2026-03-21,05,quantile,0.01,13.0
2026-03-21,wk inc covid hosp,0,2026-03-21,05,quantile,0.025,16.0
2026-03-21,wk inc covid hosp,0,2026-03-21,05,quantile,0.05,19.0
2026-03-21,wk inc covid hosp,0,2026-03-21,05,quantile,0.1,22.0
2026-03-21,wk inc covid hosp,0,2026-03-21,05,quantile,0.15,25.0
2026-03-21,wk inc covid hosp,0,2026-03-21,05,quantile,0.2,26.0
2026-03-21,wk inc covid hosp,0,2026-03-21,05,quantile,0.25,28.0
2026-03-21,wk inc covid hosp,0,2026-03-21,05,quantile,0.3,29.0
2026-03-21,wk inc covid hosp,0,2026-03-21,05,quantile,0.35,30.0
2026-03-21,wk inc covid hosp,0,2026-03-21,05,quantile,0.4,32.0
2026-03-21,wk inc covid hosp,0,2026-03-21,05,quantile,0.45,33.0
2026-03-21,wk inc covid hosp,0,2026-03-21,05,quantile,0.5,35.0
2026-03-21,wk inc covid hosp,0,2026-03-21,05,quantile,0.55,36.0
2026-03-21,wk inc covid hosp,0,2026-03-21,05,quantile,0.6,38.0
2026-03-21,wk inc covid hosp,0,2026-03-21,05,quantile,0.65,39.0
2026-03-21,wk inc covid hosp,0,2026-03-21,05,quantile,0.7,41.0
2026-03-21,wk inc covid hosp,0,2026-03-21,05,quantile,0.75,43.0
2026-03-21,wk inc covid hosp,0,2026-03-21,05,quantile,0.8,45.0
2026-03-21,wk inc covid hosp,0,2026-03-21,05,quantile,0.85,47.0
2026-03-21,wk inc covid hosp,0,2026-03-21,05,quantile,0.9,52.0
2026-03-21,wk inc covid hosp,0,2026-03-21,05,quantile,0.95,56.0
2026-03-21,wk inc covid hosp,0,2026-03-21,05,quantile,0.975,61.0
2026-03-21,wk inc covid hosp,0,2026-03-21,05,quantile,0.99,67.0
2026-03-21,wk inc covid hosp,0,2026-03-21,06,quantile,0.01,58.0
2026-03-21,wk inc covid hosp,0,2026-03-21,06,quantile,0.025,75.0
2026-03-21,wk inc covid hosp,0,2026-03-21,06,quantile,0.05,85.0
2026-03-21,wk inc covid hosp,0,2026-03-21,06,quantile,0.1,103.0
2026-03-21,wk inc covid hosp,0,2026-03-21,06,quantile,0.15,112.0
2026-03-21,wk inc covid hosp,0,2026-03-21,06,quantile,0.2,123.0
2026-03-21,wk inc covid hosp,0,2026-03-21,06,quantile,0.25,132.0
2026-03-21,wk inc covid hosp,0,2026-03-21,06,quantile,0.3,140.0
2026-03-21,wk inc covid hosp,0,2026-03-21,06,quantile,0.35,146.0
2026-03-21,wk inc covid hosp,0,2026-03-21,06,quantile,0.4,153.0
2026-03-21,wk inc covid hosp,0,2026-03-21,06,quantile,0.45,158.0
2026-03-21,wk inc covid hosp,0,2026-03-21,06,quantile,0.5,165.0
2026-03-21,wk inc covid hosp,0,2026-03-21,06,quantile,0.55,171.0
2026-03-21,wk inc covid hosp,0,2026-03-21,06,quantile,0.6,179.0
2026-03-21,wk inc covid hosp,0,2026-03-21,06,quantile,0.65,185.0
2026-03-21,wk inc covid hosp,0,2026-03-21,06,quantile,0.7,192.0
2026-03-21,wk inc covid hosp,0,2026-03-21,06,quantile,0.75,198.0
2026-03-21,wk inc covid hosp,0,2026-03-21,06,quantile,0.8,207.0
2026-03-21,wk inc covid hosp,0,2026-03-21,06,quantile,0.85,216.0
