reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-05-02,wk inc covid hosp,0,2026-05-02,01,quantile,0.01,25.0
2026-05-02,wk inc covid hosp,0,2026-05-02,01,quantile,0.025,31.0
2026-05-02,wk inc covid hosp,0,2026-05-02,01,quantile,0.05,35.0
2026-05-02,wk inc covid hosp,0,2026-05-02,01,quantile,0.1,40.0
2026-05-02,wk inc covid hosp,0,2026-05-02,01,quantile,0.15,44.0
2026-05-02,wk inc covid hosp,0,2026-05-02,01,quantile,0.2,48.0
2026-05-02,wk inc covid hosp,0,2026-05-02,01,quantile,0.25,50.0
2026-05-02,wk inc covid hosp,0,2026-05-02,01,quantile,0.3,53.0
2026-05-02,wk inc covid hosp,0,2026-05-02,01,quantile,0.35,56.0
2026-05-02,wk inc covid hosp,0,2026-05-02,01,quantile,0.4,59.0
2026-05-02,wk inc covid hosp,0,2026-05-02,01,quantile,0.45,62.0
2026-05-02,wk inc covid hosp,0,2026-05-02,01,quantile,0.5,64.0
2026-05-02,wk inc covid hosp,0,2026-05-02,01,quantile,0.55,67.0
2026-05-02,wk inc covid hosp,0,2026-05-02,01,quantile,0.6,70.0
2026-05-02,wk inc covid hosp,0,2026-05-02,01,quantile,0.65,73.0
2026-05-02,wk inc covid hosp,0,2026-05-02,01,quantile,0.7,77.0
2026-05-02,wk inc covid hosp,0,2026-05-02,01,quantile,0.75,81.0
2026-05-02,wk inc covid hosp,0,2026-05-02,01,quantile,0.8,86.0
2026-05-02,wk inc covid hosp,0,2026-05-02,01,quantile,0.85,92.0
2026-05-02,wk inc covid hosp,0,2026-05-02,01,quantile,0.9,99.0
2026-05-02,wk inc covid hosp,0,2026-05-02,01,quantile,0.95,109.0
2026-05-02,wk inc covid hosp,0,2026-05-02,01,quantile,0.975,120.0
2026-05-02,wk inc covid hosp,0,2026-05-02,01,quantile,0.99,131.0
2026-05-02,wk inc covid hosp,0,2026-05-02,02,quantile,0.01,0.0
2026-05-02,wk inc covid hosp,0,2026-05-02,02,quantile,0.025,0.0
2026-05-02,wk inc covid hosp,0,2026-05-02,02,quantile,0.05,0.0
2026-05-02,wk inc covid hosp,0,2026-05-02,02,quantile,0.1,1.0
