reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-03-28,wk inc rsv hosp,0,2026-03-28,01,quantile,0.01,6.0
2026-03-28,wk inc rsv hosp,0,2026-03-28,01,quantile,0.025,14.0
2026-03-28,wk inc rsv hosp,0,2026-03-28,01,quantile,0.05,20.0
2026-03-28,wk inc rsv hosp,0,2026-03-28,01,quantile,0.1,22.0
2026-03-28,wk inc rsv hosp,0,2026-03-28,01,quantile,0.15,22.0
2026-03-28,wk inc rsv hosp,0,2026-03-28,01,quantile,0.2,27.0
2026-03-28,wk inc rsv hosp,0,2026-03-28,01,quantile,0.25,27.0
2026-03-28,wk inc rsv hosp,0,2026-03-28,01,quantile,0.3,27.0
2026-03-28,wk inc rsv hosp,0,2026-03-28,01,quantile,0.35,31.0
2026-03-28,wk inc rsv hosp,0,2026-03-28,01,quantile,0.4,31.0
2026-03-28,wk inc rsv hosp,0,2026-03-28,01,quantile,0.45,34.0
2026-03-28,wk inc rsv hosp,0,2026-03-28,01,quantile,0.5,34.0
2026-03-28,wk inc rsv hosp,0,2026-03-28,01,quantile,0.55,37.0
2026-03-28,wk inc rsv hosp,0,2026-03-28,01,quantile,0.6,37.0
2026-03-28,wk inc rsv hosp,0,2026-03-28,01,quantile,0.65,38.0
2026-03-28,wk inc rsv hosp,0,2026-03-28,01,quantile,0.7,38.0
2026-03-28,wk inc rsv hosp,0,2026-03-28,01,quantile,0.75,41.0
2026-03-28,wk inc rsv hosp,0,2026-03-28,01,quantile,0.8,44.0
2026-03-28,wk inc rsv hosp,0,2026-03-28,01,quantile,0.85,44.0
2026-03-28,wk inc rsv hosp,0,2026-03-28,01,quantile,0.9,51.0
2026-03-28,wk inc rsv hosp,0,2026-03-28,01,quantile,0.95,58.0
2026-03-28,wk inc rsv hosp,0,2026-03-28,01,quantile,0.975,71.0
2026-03-28,wk inc rsv hosp,0,2026-03-28,01,quantile,0.99,101.0
2026-03-28,wk inc rsv hosp,0,2026-03-28,02,quantile,0.01,3.0
2026-03-28,wk inc rsv hosp,0,2026-03-28,02,quantile,0.025,5.0
2026-03-28,wk inc rsv hosp,0,2026-03-28,02,quantile,0.05,6.0
2026-03-28,wk inc rsv hosp,0,2026-03-28,02,quantile,0.1,7.0
2026-03-28,wk inc rsv hosp,0,2026-03-28,02,quantile,0.15,9.0
2026-03-28,wk inc rsv hosp,0,2026-03-28,02,quantile,0.2,10.0
2026-03-28,wk inc rsv hosp,0,2026-03-28,02,quantile,0.25,10.0
